,Unnamed: 0,회사,날짜,직무,재직여부,별점,요약,장점,단점,경영진에게 바라는 점
10613,28322,대우조선해양,2019-02-01,엔지니어링,현직원,4,변화 의 시대 에 마주한 전통 제조 업체 풍부 해외 경험 가능,최근 수평 조직 문화 강조 공대 생 에겐 배움 의 기회 다수 존재,초반 높 은 초봉 대비 나락 으로 떨어지 는 연봉 상승 률 코로나 로 인한 영업력 약화,로 만 외치 는 혁신 보다 는 실천 으로 보여 는 혁신 주니어 의 희망 됨
10614,28323,대우조선해양,2019-02-01,기획/경영,현직원,3,상하 커뮤니케이션 경직 성 은 덜 편 동종 업계 기준 며 휴가 는 매우 은 편 업무 강 도 높 음 보수 도 은 편,휴가 정말 음 연차 눈치 음 조선업 사태 이후 로 연차 및 휴가 를 권장 는 분위기 회식 빈도수 줄어듦 야근 별로 음,보수 적음 조선 업종 의 불 투명 미래 나이브 문화 의사 결정 속도 동종 업계 대비 느려 보임,강한 추진력 부족 함 확실 구조 조정 필요 함
10617,28326,대우조선해양,2019-02-01,엔지니어링,현직원,3,으로 상황 은 나아지 직원 개인 에겐 미래 음,연차 오를수록 쌓이 는 연차 개수 상사 눈치 고 휴가 연차 월차 편히 사용,젊 은 직원 의 미래 를 보장 기 어려움 시니어 대비 연봉 많이 깎 임 회복 불가 로 보임 회사 자체 의 미래 도 별로 인데 개인 으로서 의 자기 개발 이나 경력 개발 을 기 에 도 별로 임 고인 물 음 단 회사 사정 은 최악 던 시점 대비 점차 나아지 고 음,젊 은 세대 교체 및 회사 미래 를 위해 니 어 직원 에 대한 미래 및 연봉 회복 필요
10618,28327,대우조선해양,2019-02-01,엔지니어링,현직원,3,전반 인 회사 분위기 는 으나 외부 의 압력 과 눈치 에 힘든 상황 임 요새 어서 그런지 워라 밸 은 괜찮 음,연차 월차 눈치 없이 자유 롭 게 씀 연차 붙여서 연속 으로 쓸 음,성과 금 나온 오래 돼서 연봉 부분 너무 아 짐 해양 을 접 는다는,해양 수주 바라 고 현 과 합쳐 는 어서 는 각계각층 의 목소리 를 어 봐 었 으면 함
10620,28329,대우조선해양,2019-02-01,생산관리/품질관리,현직원,3,지난 몇 간 다사다난 했 지만 작 고 단단 회사 의 발돋움 될 는 저력 는 회사,빅 라는 업계 정상급 회사 므로 철 밥통 라는 인식 었 음 부서 에 따라 다르 지만 대체로 여름휴가 를 보장 는 분위기 라 길 게 는 주가 까 여행 을 즐길 음 대 기업 은 대체로 동안 쉬기 힘든 으로 앎,출근 매우 빠른 업종 라 근무 타 기업 에 비해 조금 음 역 피라미드 구조 를 고 어 니 어 계층 의 사기 진작 환경 부족 함,인력 관리 를 했 으면 겠 음 젊 은 주니어 층 및 유능 인재 외부 로 유출 사례 은데 인사 차원 에서 의 특단 의 조치 남 아 고 은 회사 로 어 줬 으면 겠 음 능력 에 따른 인사 제도 를 확립 했 으면 겠 음
10621,28330,대우조선해양,2019-02-01,생산관리/품질관리,현직원,4,부서 배치 에 따라 천차만별 의 삶 을 게 는 기업 신중 게 본인 의 성향 을 파악 여 지원 해야 함,연차 사용 권고 는 분위기 며 다만 생산 쪽 은 제한 여름휴가 주가 까 보장 는 여행 이나 개인 인 계획 을 실천 기 에 은 환경 임 인사 제도 다소 안일 편 라 보통 진급 근속 연수 와 비례 함,인사 제도 의 안일 함 에 나태 고 도태 는 시니어 음 따라서 역 피라미드 구조 로 구성 된 상황 임 업종 특성 상 출근 빠른 편 임 부서 에 따라 업무 천차만별 임 장점 자 단점,인사 쪽 에서 우수 인력 의 유출 을 막 고 어 안타까울 따름 인사 차원 의 특단 의 조치 필요 며 남 은 사우 에 대한 복지 및 사기 진작 에 힘 을 쓸 필요 음 지원 직 인원 은 직접 생산 에 관여 는 부서 에 비해 업무 강도 많이 낮 은 은 남녀노소 가릴 없이 자명 므로 인사 고과 또는 급여 부분 에서 차등 지급 할 필요 성 음
10624,28333,대우조선해양,2019-01-01,엔지니어링,현직원,4,미래 는 불 확실 지만 자유 로운 분위기 에 적당 급여 을 는 곳,타사 대비 은 휴가 휴가 를 사용 는 자유 로운 분위기 워라 밸 을 추 구 는,조선 경기 침체 로 회사 의 미래 를 보장 할 음 경기 침체 및 인력 조정 으로 인해 계속 해서 나감 거 제도 에서 근무,인력 재배치 를 통한 업무 불균등 해소 미래 에 대한 구체 인 청사진 제공 장기 인 인력 관리 계획 제시
10629,28338,대우조선해양,2019-01-01,생산관리/품질관리,현직원,3,적당 연봉 적당 워 라벨 은 연봉 을 바란다면 회사 알아보 시 길,연차 월차 휴가 엄청 음 노조 영향 으로 타 회사 대비 쉬 는 날 음 도 직장 에 따라 다르 지만 조직 문화 편안 함 군대식 조직 문화 음,연봉 성과 금 위주 라 매년 줄어들 음 몇 동안 신입 뽑 고 나이 드신 분 은 실무자 적음,신입 신원 뽑 아 세요 드신 분 할 게 해 세요
10631,28340,대우조선해양,2019-01-01,엔지니어링,현직원,4,조선 업종 에서 삼성 현대 와 더불 어 BIG 회사 지만 주인 는 회사 로 아직 까지 도 부정부패 악습 남 아 으면 기업 으로 인수 면 알짜 기업 될 을 듯 다,현재 일감 많이 줄어들 어 워 라벨 음 부서 마다 차이 는 지만 대부분 시 에 퇴근 함 회사 분위기 는 가족 은 분위기 로 윗사람 눈치 도 많이 는 편 임,워 라벨 아 진 만큼 보수 줄어듦 불과 전 만 해도 연봉 높 은 편 었 으나 현재 는 제조업 에 보수 은 편 임 근무 지역 매우 불만족 스러움 거 제도 의 물가 의료 시설 외식 기타 서비스,본인 의 실적 보다 는 회사 의 미래 를 는 경영 을 했 으면 한다 학연 지연 사다리 인사 는 사라져야 한다
10634,28343,대우조선해양,2018-12-01,생산관리/품질관리,현직원,2,해양 쪽 은 이제 기울어져 고 그나마 상선 쪽 만 어떻게 살아가 고 음,현장 직 빡세 다 니 사무 직종 은 비교 스트레스 덜 음 출퇴근 버스 고 복지 는 그냥 그럼,업무 시 부터 이나 거의 출근 은 시 분 까지 는 해야 현장 작업 전 준비 사항 챙길 음 사무실 도 체조 해야 고 생산 관리 쪽 은 현장 확인 차 자주 호선 에 올라가 야 함,노조 랑 풀 질 을 못함 세금 으로 겨우 살려 낸 대조 를 노조 에 질질 끌려가 는데 결단 을 못 내린다
10638,28347,대우조선해양,2018-12-01,생산/제조,현직원,2,가족 은 분위기 지만 회사 분위기 음,연차 를 자유 롭 게 쓰 도록 권유 한다 하계휴가 별도 로 이주나 어 은 다 가족 은 분위기 라 기 다,노동조합 의 힘 어 시끄럽 다 현재 경영 상황 악화 어 금전 보상 다 직원 사기 바닥 으로 떨어져 다,관리 단 에 힘들 거 다 직원 을 위해 권위 인 마인드 를 버렸 으면 겠 다
10644,28353,대우조선해양,2018-11-01,생산/제조,현직원,3,기 엔 지만 돈 기 엔 부족 다고 합니다,요즘 일거리 어서 워 라벨 은 습니다 물론 부마부,보수 인 문화 남 아 고 임원진 정말 능력 부족 다고 합니다,세대 교체 를 통해서 수직 인 문화 사라졌으면 합니다
10646,28355,대우조선해양,2018-11-01,연구개발,현직원,4,흑자 전환 과 함께 활발 투자 이루어지 는,상사 의 눈총 없이 먼저 퇴근 는 자유 로운 사내 분위기 형성 어 음 현 근무 인 연구 동의 하루 세 끼 를 모두 무료 로 챙겨 며 식단 만족 스럽 게 나옴,아직 은 어려운 회사 사정 탓 인지 연차 월차 를 최대한 사용 게끔 강제 함 근무 기본 으로 김 조선소 특유 의 술자리 음주 강권 존재 함,중요 신규 프로젝트 를 진행 함 에 어서 는 무분별 단축 보다 정확 고 확실 처리 를 위한 기 다림 었 으면 겠 음
10648,28357,대우조선해양,2018-11-01,생산/제조,현직원,3,위 로 올라갈지 내려갈 갈림길 에 섰 음,수평 인 근무 구조 불 확실 미래 자본 유입 면서 장기 으로 생존 할 으로 됨,불 확실 비전 의미 고 필요 는 허식 다수 존재 부서 별 업무 난이도 편차 매우 심각 함,수익 의 분배 쓸모 는 허식 제거 노사 화합 추구 이익 의 배분 을 요구
10650,28359,대우조선해양,2018-11-01,생산/제조,현직원,3,인간 인 분위기 다소 침체 어 음 업계 상황 개선 는 침체 된 분위기 는 이어질 듯,복리 후생 제도 음 월차 도 으며 연차 도 구법 으로 시행 해 많이 쉴 음,너무 큰 회사 여서 방만 인 관리 는 듯 다 바쁜 은 곡소리 고 노 는 은 계속 논다,회사 의 위기 를 타개 기 위한 비전 을 제시 는 분위기 나아지 는 을 듯 다 시황 나아지 고 다는 애매 모호 은 그만
10655,28364,대우조선해양,2018-10-01,생산관리/품질관리,현직원,3,한때 최고 였으나 부터 내리막길 을 걸음 적자 예상 으로 회사 분위기 우중충 함,여름 휴가 최근 어 연차 자율 사용 근무 분위기 는 꽤 괜찮 음,거제 도 지역 근무 회사 갑자기 어려워짐 에 퇴사 자 증가 로 인한 업무 증가 생산 관리 의 조직 변경 어려움,과거 의 영광 잊 으시 고 현실 을 직시 여 생존 과 직원 행복 회사 를 어 세요
10656,28365,대우조선해양,2018-10-01,생산/제조,현직원,2,협력 사 는 복지 란 거 자체 지만 직영 은 아직 까지 는 괜찮 음,그래도 밥 은 나름 맛있 습니다 힘 을 써야 는 현장 라 그런지 밥맛 습니다,협 력사 는 툭하면 대표 바꾸 고 업체 폐업 는 게 일반 화 상여금 시급 화 었 고 최저 시급 은 올라가 므로 최저 시급 대부분 수주 은 물량 별로 음 수주 고갈 현실 화,협 력사 에 복지 여러 투자 해 세요 직영 만큼 은 지만 어느 는 해 줘야 을 을까요 똑같 은 배 만드 는 을 고 공정 의 이상 을 담당 는데 조금 너무 네요
10657,28366,대우조선해양,2018-10-01,연구개발,현직원,3,세계 조선사 와 견주 어도 기술 과 경험 에서 뒤지 는 국내 최대 조선소 라고 합니다 특히 LNG 저장 수송 재액 화 연료 공급 시스템 에서 는 독보 인 기술력 을 보유 고 다고 합니다,주로 해외 선주 와 을 므로 글로벌 게 을 할 고 자유 로운 분위기 에서 업무 가능,주인 의식 부족 역 파라드 구조 의 인력 분포 업무 및 인사 시스템 체계 화 부족,구성원 의 동기 부여 와 주인 의식 을 가질 도록 현장 의 분위기 와 문제점 을 지시 아닌 직접 알아보 셨 으면 합니다
10660,28369,대우조선해양,2018-10-01,생산관리/품질관리,현직원,3,회사 위기 이후 규모 를 줄이 고 중견 기업 회사 로 나아가 는 조선업 미래 어두워 성장 가능 성 은 약함,수평 인 조직 문화 로 사원 부장 간 상명하복 심하 으면 올바르 은 에 는 정당 게 얘기 할 음 구조 조정 이후 젊 은 위주 로 회사 에 뜻 다면 본인 회사 의 축 을 담당 할 을 가능 성 큼,생산 관리직 의 출근 빠르 고 늦 은 퇴근 으로 워라 밸 균형 어려움 부서 간 업무 강도 달라 조직 간 불화 도 음 생산 관리직 의 현장 에서 을 해야 므로 건강 유지 어렵 고 안전 상 에 노출 거제 에 는 대 도시 라 문화 생활 의 어려움,합리 인 보상 체계 는 부서 와 는 부서 간 의 간극 을 좁히 고 업무 량 은 조직 에게 는 합당 보상 필요 함
10664,28373,대우조선해양,2018-10-01,생산관리/품질관리,현직원,4,현재 는 조선업 어려워 다소 주춤 지만 수평 문화 비교 즐겁 게 할 는 곳,연차 월차 여름휴가 기업 에 비해 은 휴가 일수 눈치 고 쓸 음 치과 보철 로 지원 사이버 캠퍼스 수강 으로 자기 계발 가능 수평 인 분위기,회사 어려워져 보여 기 식 업무 를 어 는 경향 강해짐 다소 이른 출근 시 공식 업무 시작 지만 보통 시 전후 로 출근 강요,직원 의 사기 진작 을 위한 실직 인 고민 을 해 었 으면 소통 을 강조 는 실직 인 소통 은 고 는 듯
10665,28374,대우조선해양,2018-10-01,엔지니어링,현직원,3,대 기업 의 규모 를 가진 중견 기업 으로 사료 됨 자유 로운 분위기 를 좋아한다면 추천 함,자유 로운 근무 분위기 로서 본인 의 만 마무리 한다면 주변 에서 의 참견 이나 간섭 은 타사 대비 은 편 임 연월 차 사용 에 대한 눈치 볼일 음,가장 큰 단점 은 근무 지역 고인 물 너무 음 희망퇴직 시행 후 떠난 분 주로 실무 시 던 분 고 모자 은 그대로 남음 으로 인한 문제점 음,체계 인 시스템 의 부재 로 인해 부서 간 이기주의 만연 함
10668,28377,대우조선해양,2018-09-01,생산/제조,현직원,3,나름 변화 를 위해 노력 한다 하지만 딱히 변하 는 거 음 하루 근무 ot 티 빼 면 급여 차이 엄청남,조선업 계 기업 에서 쯤 해 볼 는 기회 를 는,파견 으로 입사 파견 자체 계약 이후 엔 연장 의 여지 음 나가 야 함 근무 기본 고 티 는 건데 티 면 눈치 보임,생산직 군 만 을 위해서 존재 는 거 음 관리직 군 도 신경 써 줬 으면
10670,28379,대우조선해양,2018-09-01,엔지니어링,현직원,3,예전 에 는 은 회사 였 지만 조선 경기 아서 많이 힘들 어 졌 음,연월 차 를 자유 롭 게 쓸 으며 눈치 고 출퇴근 자유 롭 다 나이 드신 분 은 여기 보다 은 직장 을 거 란 든다,조선 경기 어려워져서 미래 에 대한 비전 어 며 모든 복지 노조 위원 나이 대 에 맞 게 고령자 위주 로 쏠려 다,으로 조선 경기 호 황기 를 대비 신입 및 젊 은 사원 의 사기 를 높일 는 환경
10673,28382,대우조선해양,2018-09-01,연구개발,현직원,3,조선업 의 전망 밝 음 비교 업무 load 심하 음,연차 를 눈치 고 쓸 으며 사내 조직 문화 굉장히 수평 어서 은 스트레스 를 는다는 장점 음,대비 급여 으며 지날수록 복지 혜택 줄어드 는 환경,합리 인 복지 체계 및 연구 를 할 는 환경 을 조성 해 었 으면 겠 음
10674,28383,대우조선해양,2018-09-01,생산/제조,현직원,3,분위기 음 급여 는 낮 음 과 거의 영광 을 되찾 는다면 신 의 직장 될 임,은 분위기 쉬 는 날 음 눈치 고 휴가 사용 가능 심하 게 을 굴리 음 가족 은 분위기 음,낮 은 급여 업종 특성 상 경기 를 너무 많이 탐 퇴사 자 음 약간 의 꼰대 문화 창의 성 는 기업 문화,글쎄 주인 는 회사 라 큰 그림 을 그리 는 음 당장 눈앞 에 실적 에 목메 는 분위기
10675,28384,대우조선해양,2018-09-01,엔지니어링,현직원,3,과거 의 영광 을 기억 며 살아나 길 바라 고 계속 다니 고 는 아슬아슬 회사,근무 분위기 는 진짜 습니다 휴가 도 여름휴가 에 연 월차 따로 고 연차 는 리 프레시 휴가 라고 쓸 어요 직장 분위기 도 친한 끼린 직급 상관없이 형 동생 고 네요,조선업 어렵 다 니 아무래도 임금 반납 도 고 은 입사 대비 연봉 많이 줄 었 네요 연봉 상승 폭 도 타 회사 보다 많이 은 듯 요,이때 까지 해 온 히스 토리 시스템 화 어 제대로 다 남 아 어서 의 역량 되게 해 세요 어떻게 든 돈 을 덜 줄까 보단 고 는 돈 을 어떻게 활용 할까 는 방향 으로 나아가 길
10676,28385,대우조선해양,2018-09-01,생산/제조,현직원,3,현재 는 힘든 과정 을 겪 고 으나 미래 에 는 보다 나아질 으로 평가,수평 자유 로운 분위기 음 자유 로운 연차 사용 및 여름휴가,업 황 의 전망 음 해양 플랜트 도 계속 된 저 유가 에 어려움 을 겪 는,힘든 시기 에 열심히 는 직원 의 사기 진작 에 힘써 길 바람
10684,28393,대우조선해양,2018-08-01,금융/재무,현직원,3,대 규모 적자 로 힘들 었 다가 최근 회복 중임 향후 이상 은 존속 할 듯,기업 문화 유한 편 며 공기업 과 같이 칼 은 성과 관리 시스템 어서 널찍 게 할 다,대 규모 적자 로 인해 현재 연봉 수준 동종 업계 에 비해 많이 낮 아 졌 고 향후 존속 성 에 대해 의문 음,퇴사 자 나가 서 남 은 을 처리 는 힘들 어 퇴사 는 악순환 반복 고 는데 직무 를 줄이 던지 조정 을 던지 결단 필요 함
10693,28402,대우조선해양,2018-08-01,엔지니어링,현직원,3,정말 은 회사 이나 최근 해양 산업 의 불안 과 줄어든 급여 로 어려움,다년간 쌓인 노하우 와 엔지니어링 기술 및 기본 지식 과 실력,현재 의 불 확실 성 과 업 황 의 불황 해양 산업 의 불 확실 성 줄어든 급여,직원 에게 큰 비전 을 제시 고 급여 복원 및 안정 성 확보 필요 함
10696,28405,대우조선해양,2018-08-01,생산/제조,현직원,2,인력 유출 심하 고 어려워진 회사 경영난 에 대한 직원 의 걱정 음,자유 로운 연차 사용 가능 고 희망퇴직 으로 인한 젊 은 직원 주축 돼 회사 를 이끌 어 는 분위기 임,성과 금 어 봉급 많이 줄 었 으며 아직 까지 도 꼰대 문화 고 회의 잦 으며 업무 량 과도 게 증가 함,직원 의 사기 증진 에 힘 을 써 줬 으면 겠 고 회사 발전 에 대한 비전 을 직원 에게 보여 길 희망 함
10699,28408,대우조선해양,2018-07-01,금융/재무,현직원,1,예전 에 는 알짜 기업 고 알려진 은 직장 었 음 현재 는 웬만 면 마세요,회사 어려워져 연월 차 비교 자유 로워짐 조선업 므로 소매 영업 압박 음,채 권단 군림 함 한마디 로 식민지 배 상태 와 비슷 함 성과급 음 경력직 으로 는 순간 가정 경제 파탄 남 아 직도 정신 못 차려서 상명하복 문화 잔존,최소한 생활 가능 게끔 해 면 겠 음 마이너스 통장 인생 으로 전락 해버림
10705,28414,대우조선해양,2018-07-01,생산관리/품질관리,현직원,4,글로벌 제조사 경험 가능 부서 따라 다르 지만 선주 과 잦 은 미팅 으로 그대로 글로벌 란 단어 를 체감 할 음,회사 힘들 어도 업계 순위 로 는 최상위 권 대 기업 다 은 외국인 과 할 다 생산 관리 는 현장 과 사무실 을 오가 며 게 된다 사무실 에 만 박혀 아 본인 은 매우 으나 여름 과 겨울 에 밖 에 나가 서 고생 기 싫 은 은,나름 대 기업 타이틀 지만 요즘 회사 욕 을 많이 먹 어 기 다 생산 관리 특성 상 갑 의 회사 지만 을 밖에 는 부서 다 로 인한 스트레스 꽤 다 절대 무시 못 할 다,제발 쓸 는 페이퍼 웍 그만 라 해라 왜 어야 는지 무얼 위해 어야 는지 겠 다
10711,28420,대우조선해양,2018-06-01,엔지니어링,현직원,3,조선업 위기 로 대 규모 인원 감축 과 성과급 미지급 월급 감소 으로 은 인력 유출 됨,회사 부도 위기 에 야근 을 강제 로 금지 여 월급 줄 었 으나 아이러니 게 워 라벨 아주 아 짐 정부 차원 에서 지원 해 다 니 으로 도 기업 존속 에 는 음,성과급 을 연봉 과장 직급 도 오천 을 못 넘김,사실상 경영진 보다 감사 위 에 어 정부 방침 에 따라 좌우 됨
10712,28421,대우조선해양,2018-06-01,생산/제조,현직원,3,은 정말 은 곳 입니다 다만 업 황 전망 아서 입니다,최근 에 해양 쪽 업무 다 니 근무 분위기 는 공기업 느낌 날 로 강도 약합니다 도 은 편 고 근무 강도 분위기 를 봤 을 는 매우 은 회사 입니다,승진 적체 현상 심하 고 파트 장 부서장 으로 진급 못 면 계속 파트 장 을 차 는 시스템 입니다 을 중시 는 기업 문화 다 니 적체 현상 심한 편 입니다,외연 확장 보다 는 는 부분 에 대해서 내실 을 다지 고 천천히 준비 를 여 과거 의 영광 을 재현 했 으면 겠 습니다
10718,28427,대우조선해양,2018-06-01,생산관리/품질관리,현직원,3,시대 와 동떨어지 고 능력 은 쥐뿔 도 고 앉 아서 고 만 으려는 임원 자기 만 는 노동자 여기 서 탈출 려는 현직 자,부서 별 케 바케 지만 대체로 칼 퇴 보장 는 편 거 제도 의 은 자연환경 고는,저물 어 저 는 조선업 시대 와 동떨어진 임원진 자기 만 는 노동자,내부 승진 만 고 능력 된다 으면 타 업종 라도 임원 은 수혈 는 게 습니다
10721,28430,대우조선해양,2018-05-01,엔지니어링,현직원,4,개개인 훌륭 곳곳 에 포진 해 어 에 의해 회사 성과 를 는 다 괜히 대우 사관 학교 라는 별명 는 게 아닌 다,근무 환경 매우 자유 롭 고 원한다면 본인 에게 큰 업무 의 기회 를 가질 다,분식 회계 방 만 경영 으로 오랫동안 쌓 아 온 명성 순간 에 사라진 느낌 다,당장 의 위기 를 넘기 는 보단 미래 를 내다보 는 의사 결정 을 해 셨 으면 합니다
10722,28431,대우조선해양,2018-05-01,엔지니어링,현직원,3,오일 프라이스 하락 과 해양 프로젝트 기술력 부족 으로 적자 회사 로 변신 현재 는 작 지만 단단 회사 로 변경 노력,LNG 선 기술력 강점 밑 고부 가치 선종 특징 음 해양 공사 도 나름 경쟁력 다고 봄,오너 부재 로 인한 경영진 에 결단력 떨어져 정책 지속 성 음,효율 인 인력 배치 및 부서 별 협력 및 소통 절실 함
10723,28432,대우조선해양,2018-05-01,생산/제조,현직원,1,주인 어 으로 의 미래 어 보임 다 사익 을 만 함,연차 를 자유 롭 게 사용 할 음 건강 검진 회사 에서 지원,인재 유출 어도 신경 씀 주인 어 공익 을 챙기 려 고 사익 만 챙긴 밥 맛없 음,돈 몇 푼 아끼 려 고 인재 유출 을 막 아 줬 으면 사기 직장 을 위해 워크숍 은 건 아 줬 으면
10724,28433,대우조선해양,2018-05-01,기획/경영,현직원,3,폭넓 은 내부 전문가 인력 풀 존재 는 기업,업무 상 만 으면 연차 사용 자유 로움 비교 발언 자유 로운 분위기,불 합리 의사 결정 과정 존재 강제 인 연차 소진 정책 구조 조정 정책 에서 예스맨 대량 활성 화,합리 인 보상 체계 와 업무 분장 필요
10725,28434,대우조선해양,2018-05-01,생산/제조,현직원,3,조직 문화 와 연차 보장 됨 단 근무 지역 멀 어서 힘들 다,연월 차 및 가정 에 충실 할 음 조직 문화 아서 형 동생,근무 지역 거제 도임 자녀 교육 에 제한 적임 진급 해도 연봉 상승 다,연봉 상승 어 근무지 의 단점 극복 힘들 다 단 조선업 위 라
10727,28436,대우조선해양,2018-05-01,엔지니어링,현직원,4,반 공기업 인 게 장점 자 단점 인 회사 업 황 아 급여 는 은 수준 라 기 어렵 지만 그래도 꾸준히 다니 기 에 은 회사 라고 한다,은 문화 회사 어려워 기 전 에 는 은 문화 으쌰 으쌰 는 분위기 였 는데 이제 는 은 문화 자포 자기 워라 밸 찾 자 분위기 윗사람 도 맛보 니 그게 행복 걸 아 버림,아등바등 는 맛 어서 답답 할 다 근데 그게 장점 기 도 다 근무 위치 는 경상도 이외 출신 에게 는 치명 임,사장 님 이젠 그만 시 죠 나이 나이
10730,28439,대우조선해양,2018-05-01,생산/제조,현직원,3,전형 인 한국 형 제조업 회사 였으나 이번 분식 회계 사태 로 인해 유럽 형 워라 밸 을 갖추 게 된 회사 다만 분위기 는 부서 별 로 복불복 심함,부서 별 상 생산 이외 의 직종 에서 는 출퇴근 연월 차 사용 자유 로운 편,주인 다 니 시스템 갖춰져 음 몇 간 신입 사원 을 채용 아 직급 별 비율 고 경력자 위주 로 편성 어 음,신입 사원 뽑 아 세요 관리 는 만 아 네요
10734,28443,대우조선해양,2018-05-01,엔지니어링,현직원,3,근무지 상관없 고 눈치 고 유연 조직 문화 를 원하 는 에게 추천 단 전체 인 회사 분위기 는 최근 음,부서 마다 다르 겠 지만 전반 으로 부서 분위기 는 자유 롭 고 연월 차 를 윗사람 눈치 고 쓸 음,미래 다소 어두워 최근 주니어 층 에서 퇴사 자 급증 고 음,투명 경영 을 통해 얼룩진 회사 이미지 를 하루빨리 청산 했 으면
10737,28446,대우조선해양,2018-05-01,연구개발,현직원,3,사세 많이 기울었 으면 빠져나가 는 굉장히 아 져서 분위기 도 점차 나빠짐,공기업 은 분위기 아직 도 존재 함 나라 의 지원 을 고 음,나라 의 지원 을 고 으나 임원 은 자리보전 에 혈안 어 음,파괴 와 창조 본인 부터 는 게 어떨지 회사 빚 을 질 책임자 자리 에 던 은 아서 나갔 어야 을까
10741,28450,대우조선해양,2018-05-01,개발,현직원,4,거 제도 에 다면 그럭저럭 만족 고 을 거 네요,조선소 에서 는 다양 업무 에서 을 할 으므로 다양 업무 를 배울 습니다,음 조선소 고 는 큰 단점 은 꽉 막혀 고 단절 된 느낌 을 는 단점 라고 합니다,음 저 는 바랄 게 네요 열심히 세요
10742,28451,대우조선해양,2018-04-01,생산관리/품질관리,현직원,3,적당히 고 마음 은 편하 다 부서 마다 업무 부 는 다양 며 잔업 시간제한 사무직 군 만 강제 적용 며 가능 다면 생산직 으로 꿀 빨 고 기 를 바란다,생산직 노동조합 덕분 에 연월 차 시스템 일반 인 회사 와 다름 현재 사용 자유 로움 주인 어 대 기업 의 특징 인 실적 에 대한 압박 전혀 음,생산 관리 후행 은 선행 및 초기 계획 대비 미뤄진 모든 요소 를 만회 해야 됨 에 공정 안전 모든 걸 감내 해야 며 업무 과부하 로 퇴사 및 조직 이동 희망자 으나 퇴사 보다 힘든 조직 이동 으로 의 욕 상실,주인 생겨서 빨리 정리 될 정리 고 정상 화 었 으면 합니다
10744,28453,대우조선해양,2018-04-01,생산/제조,현직원,3,직영 은 천상 꿀 빠 는 직장 협력 사 는 개취 급 소모품 취급 갑 질 대상,주간 근무 잔업 는 칼퇴근 는 음 출퇴근 버스 음 잉여 어느 어 근무 점심 빼 고 잉여,저거 빼 고 전부 다 갑 질 당하 기 고 특히 크레인 신청 할 협력 사 는 뒤 로 밀리 기 일쑤 고 자기 상사 인 처럼 갑 질 을 해 댐,경영진 은 벌인 과오 를 외면 고 불 성실 노동자 만 일부 의 탓 으로 돌리 며 노동자 은 죽 어 나감 노조 지만 협력 사 는 무 쓸모
10745,28454,대우조선해양,2018-03-01,생산/제조,현직원,2,예전 에 는 조선 빅 로써 영광 을 누렸으나 대 규모 적자 와 수주 환경 악화 로 미래 는 불 투명 함,중공업 회사 임 에 도 불구 고 수평 인 문화 를 고 으며 연월 차 사용 자유 롭 고 어서 워라 밸 음,무엇 보다 수주 면서 회사 장기 으로 지속 해 나갈 을지 의문 임 중국 동남아 의 추격 을 고 어 인건비 에서 경쟁력 떨어지 고 음,직원 에 대한 사기 진작 필요 고 기존 에 수행 였 던 프로세스 를 탈피 고 혁신 기 위한 과감 결정 필요 함
10746,28455,대우조선해양,2018-03-01,인사/총무,현직원,3,회사 에 대한 세간 의 시선 따갑 지만 직원 간 에 끈끈 유대감 으며 인간 배려 음,독보 인 엘엔지 기술력 어서 조선업 에 어떻게 든 강자 로 군림 할 음,삼 마다 사장 교체 니 삼 만 버티 자 라는 문화 직원 사이 에 음,모자 결정 에 최소한 스크린 장치 필요 고 꾸준 교육 필요
10748,28457,대우조선해양,2018-03-01,생산관리/품질관리,현직원,2,조선 업종 미래 불 투명 부서 간 업무 강도 편차 너무 심하 다,비교 가족 은 분위기 신입 연봉 센 편 이나 인상 률 적음 특별히 자기 계발 필요 음 편한 부서 로 배치 을 시 평생직장 으로 음,부서 간 업무 편차 심함 편한 곳 은 한없이 편하 고 힘든 곳 은 한없이 힘 듦 제조업 이나 생산 관련 된 을 면 됨,사원 대리 에게 비전 을 보여 줘야 한다 조선업 전망 어둡 더라도 어떠 방향 으로 회사 를 이끌 어 갈지 비전 제시 필요 다 직무 순환 제도 를 확실히 자
10749,28458,대우조선해양,2018-03-01,생산/제조,현직원,2,은 곳 업무 분위기 는 최고 인 회사,공식 으로 연차 사용 가능 함 부서 분위기 는 음 단 예 로 과장 차장 을 형 라 부를 음,미래 의 비전 음 하양 산업 으로 수주 의 영향 금수 면 연봉 차이 엄청남 만 이상 차이 남,경영 의 투명 성 확보 요청 임원 승진 어떤 기준 으로 이루어지 는
10750,28459,대우조선해양,2018-02-01,생산/제조,현직원,3,기능직 사원 으로서 는 배울 게 음 뼈 묻 을 시 장기간 근무 에 따른 노하우 축적 및 기능직 으로서 의 역량 을 뽐낼 고 외 자격증 취득 보통 특정 작업자 제외 필요 자 편 어 봤 자 알아주 도 고 사내 에서 는 선주 선급 시험 패스 를 따 고 을 해야 며 패스 종류 의 다양 화 오히려 알아주 는 편,밥 나옴 중식 무료 연장 근무 시 저녁 무료 외 의 상황 에서 는 아침 저녁 씩 땜 지만 끼 다 엔간 면 맛있 게 해줌,lng 부서 는 가끔 는 공백기 에 연차 를 반강제적으로 어야 함,lng 에서 는 에게 대우 를 해 면 겠 다
